TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,risk_score,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9
3000225,8901152,351.84,W,2500,100,150,visa,200,debit,299,87,10,,outlook.com,,0.15,3,2,4,3,2,4,3,3,3,2,3,3,1,1,90,7,30,14,7,2,0,1,1,,14,1,2,30,14,T,F,T,T,T,T,T,T,T
3000226,3187501,165.99,W,9857,457,150,amex,257,debit,204,87,10,,hotmail.com,,0.191,3,1,3,3,2,1,3,4,4,1,1,4,3,4,-15,14,30,14,,14,2,1,7,7,30,1,1,0,2,T,T,F,T,T,T,T,T,T
3000227,983159,313.11,W,9991,591,150,discover,291,credit,330,87,10,,hotmail.com,,0.106,1,4,1,4,1,3,4,2,4,1,1,3,3,1,-28,1,2,,,2,2,,7,1,1,30,1,1,,T,T,T,T,F,T,T,T,T
3000228,1381799,34.63,S,8624,224,150,visa,224,debit,191,87,10,,aol.com,,0.3,3,1,1,4,1,1,2,2,3,3,4,1,4,3,-8,0,2,14,,2,2,7,30,2,7,2,14,0,1,T,T,T,T,T,T,F,T,T
3000229,7363670,164.81,W,2068,168,150,discover,268,credit,299,87,10,,aol.com,,0.199,3,2,3,2,3,2,3,2,4,3,1,2,4,4,49,0,2,14,14,0,2,30,7,14,1,7,,7,1,T,T,T,T,T,T,T,F,T
3000230,10352066,113.08,H,5105,205,150,mastercard,205,credit,299,87,10,,aol.com,,0.149,1,2,1,4,3,4,1,2,1,4,1,2,1,2,62,,14,7,7,2,1,7,30,14,1,30,2,0,2,T,T,T,F,T,T,T,T,T
3000231,6646191,254.32,R,12031,131,150,visa,231,debit,191,87,10,,outlook.com,,0.186,1,3,4,4,3,4,2,3,1,2,3,4,3,1,24,14,14,14,14,,7,2,2,7,2,,1,1,0,T,T,T,T,T,T,T,T,T
3000232,4906444,125.74,S,7903,503,150,visa,203,debit,330,87,10,,gmail.com,,0.149,3,2,1,2,2,1,1,2,1,4,1,3,2,3,0,7,30,7,14,1,,7,2,0,30,30,,0,7,T,T,T,T,T,T,T,T,T
3000233,1054733,397.37,R,9619,219,150,visa,219,credit,204,87,10,,yahoo.com,,0.143,1,3,2,1,1,2,2,4,2,2,3,4,2,4,-15,1,30,7,2,1,1,30,0,14,,30,30,1,0,T,T,T,T,T,T,T,T,T
3000234,9802534,339.46,R,6900,500,150,discover,200,credit,191,87,10,,outlook.com,,0.091,2,4,1,2,4,3,1,3,4,2,4,4,4,2,87,2,2,14,1,,,7,0,14,,2,2,30,2,T,T,T,T,F,F,T,T,T
3000235,4804255,119.07,C,15481,581,150,visa,281,debit,330,87,10,,gmail.com,,0.28,4,1,3,3,1,1,2,3,2,2,4,2,3,2,30,2,7,1,14,30,1,0,0,,0,,14,0,14,T,T,T,T,T,T,T,T,T
3000236,1851505,134.56,C,2385,485,150,discover,285,debit,299,87,10,,gmail.com,,0.197,1,2,1,4,2,3,3,4,1,3,3,4,2,1,-13,30,14,7,7,2,7,0,1,7,14,2,7,2,30,T,T,T,T,T,T,T,F,F
3000237,324347,296.47,W,13530,130,150,visa,230,debit,191,87,10,,yahoo.com,,0.344,2,2,4,2,1,2,4,4,2,1,4,3,4,3,-45,2,,1,0,2,30,14,14,7,,0,2,30,1,T,F,T,T,T,F,T,T,T
3000238,6113511,138.95,C,17014,114,150,mastercard,214,debit,330,87,10,,outlook.com,,0.089,2,2,4,1,1,4,4,2,4,2,4,4,1,3,37,7,2,30,30,2,14,2,14,2,14,30,1,1,2,T,T,T,T,F,F,T,T,T
3000239,5868035,115.47,C,13165,265,150,visa,265,credit,299,87,10,,aol.com,,0.124,3,1,1,4,2,1,3,2,3,1,2,3,3,4,58,30,2,2,14,,7,2,14,14,30,30,1,0,14,T,T,T,T,T,T,F,T,T
3000240,116786,395.85,W,6508,108,150,visa,208,debit,299,87,10,,yahoo.com,,0.215,4,4,4,4,3,3,3,1,2,2,3,2,4,4,-28,30,,2,30,0,14,7,30,2,1,0,,2,,T,T,T,T,F,T,T,T,T
3000241,8177184,101.24,C,12337,437,150,amex,237,debit,191,87,10,,hotmail.com,,0.242,3,1,3,4,4,1,3,3,1,1,4,4,4,2,47,30,,30,,14,,0,0,2,0,14,30,1,30,T,T,F,T,T,F,T,F,T
3000242,9529451,268.94,W,10092,192,150,visa,292,debit,330,87,10,,hotmail.com,,0.005,2,2,3,1,2,4,1,3,2,4,2,1,3,3,64,2,0,2,7,14,,30,0,14,7,0,0,0,1,T,T,T,T,T,F,T,T,T
3000243,3540189,378.21,C,9084,184,150,amex,284,credit,330,87,10,,gmail.com,,0.281,3,1,4,3,3,3,4,2,1,4,2,2,4,3,8,,30,,2,1,2,30,14,14,,30,,2,0,T,T,T,T,T,T,T,T,T
3000244,2480500,119.12,W,9461,561,150,visa,261,debit,299,87,10,,outlook.com,,0.0,4,4,3,3,1,2,3,3,2,4,2,1,4,4,-15,14,30,7,30,7,7,,1,2,30,2,14,2,7,T,T,T,T,T,F,T,T,T
3000245,10312310,310.01,H,2314,414,150,mastercard,214,debit,191,87,10,,hotmail.com,,0.266,3,1,1,3,2,3,4,4,2,4,1,2,2,2,70,2,0,1,1,,1,7,0,30,1,1,30,14,,T,T,F,T,T,T,T,T,T
3000246,1859582,57.97,S,16641,241,150,amex,241,credit,191,87,10,,yahoo.com,,0.067,4,4,1,3,4,1,2,2,2,3,3,3,1,4,-6,30,1,1,7,1,0,1,2,7,0,2,7,30,1,T,T,T,T,T,F,T,T,T
3000247,8996431,151.59,H,16234,334,150,amex,234,debit,204,87,10,,yahoo.com,,0.131,4,3,4,3,3,1,2,4,4,1,2,1,3,3,75,14,,14,30,,7,7,0,7,2,0,0,,7,T,T,T,T,T,T,T,T,T
3000248,2906997,148.24,R,13101,201,150,discover,201,debit,204,87,10,,aol.com,,0.024,2,1,1,2,2,4,4,3,3,4,2,4,1,1,-14,2,0,1,14,30,30,,0,7,14,30,0,2,30,T,T,T,T,T,F,F,T,T
3000249,283308,381.14,W,14131,231,150,mastercard,231,credit,191,87,10,,gmail.com,,0.142,3,2,3,1,4,2,3,3,1,4,2,1,4,2,-36,2,7,14,,30,2,0,1,1,0,30,2,1,0,T,T,T,T,T,T,T,F,T
3000250,6621550,261.21,R,16094,194,150,discover,294,credit,191,87,10,,outlook.com,,0.324,4,1,1,4,3,1,2,3,3,3,3,4,4,1,45,14,14,1,14,2,14,7,7,,0,,2,14,30,T,F,T,T,T,T,T,T,T
3000251,10265663,70.05,W,13297,397,150,mastercard,297,credit,191,87,10,,yahoo.com,,0.033,3,3,3,1,3,4,2,4,4,4,3,4,2,2,92,2,0,14,,2,,7,30,1,30,0,7,14,30,T,F,T,T,T,T,T,T,T
3000252,2243416,31.04,C,14444,544,150,visa,244,credit,299,87,10,,aol.com,,0.004,1,4,2,2,4,3,2,2,4,2,3,2,3,1,18,1,14,7,7,1,30,14,7,1,,1,7,14,30,T,T,T,T,T,T,T,T,T
3000253,9697675,113.05,W,11854,454,150,visa,254,credit,191,87,10,,aol.com,,0.142,4,1,3,4,1,3,4,4,4,1,1,2,3,1,68,1,2,7,30,2,1,1,,7,1,2,0,2,30,T,T,F,T,T,T,T,T,T
3000254,8485552,76.25,R,2171,271,150,mastercard,271,debit,204,87,10,,yahoo.com,,0.105,2,3,4,3,2,1,2,3,2,1,3,3,4,4,88,1,2,30,1,14,,14,2,14,2,7,,7,30,T,T,T,T,T,T,T,T,T
3000255,2050638,360.91,R,16795,395,150,visa,295,debit,299,87,10,,hotmail.com,,0.44,2,3,1,4,1,3,1,3,1,1,4,2,2,3,-12,30,1,30,30,,1,1,30,30,7,1,0,14,2,T,T,T,T,F,T,T,T,T
3000256,8129945,364.33,C,7226,326,150,discover,226,debit,330,87,10,,gmail.com,,0.176,4,1,4,2,1,2,4,3,1,4,1,4,2,4,75,2,,7,14,2,7,30,1,2,14,7,14,2,30,T,T,T,T,F,T,F,T,F
3000257,3837682,277.58,W,9159,259,150,amex,259,debit,299,87,10,,outlook.com,,0.018,2,1,2,2,3,3,3,4,1,3,2,2,3,2,-6,,7,,1,,1,14,30,1,2,14,7,30,14,F,T,T,T,T,T,T,F,T
3000258,2626452,199.35,R,9827,427,150,visa,227,credit,330,87,10,,yahoo.com,,0.147,3,2,4,3,1,2,2,3,3,3,1,3,4,4,20,14,14,30,1,,1,14,14,7,,2,0,0,1,T,T,T,T,T,T,T,F,T
3000259,8112917,198.55,H,16718,318,150,mastercard,218,debit,191,87,10,,yahoo.com,,0.186,3,4,2,2,3,2,1,4,2,3,3,3,1,2,82,,0,,,30,30,30,2,,2,,7,30,1,T,T,T,F,T,T,T,T,F
3000260,5145074,146.54,R,8460,560,150,amex,260,debit,330,87,10,,aol.com,,0.143,4,1,3,4,3,3,1,1,1,1,2,1,4,2,18,0,,30,7,,2,7,7,30,1,30,2,0,1,T,F,F,T,T,T,F,T,T
3000261,5931875,357.97,S,15878,478,150,amex,278,debit,191,87,10,,gmail.com,,0.068,2,2,2,3,2,1,1,1,2,3,1,3,3,2,15,1,1,2,1,7,2,1,1,,2,0,1,7,0,F,T,T,T,T,T,T,T,T
3000262,4952139,164.56,H,1833,433,150,mastercard,233,debit,191,87,10,,outlook.com,,0.208,4,3,3,4,2,2,1,3,4,3,1,4,1,1,43,,7,7,,0,2,2,2,,0,7,,30,2,T,T,T,T,T,T,T,T,T
3000263,7341955,327.86,R,3767,367,150,amex,267,credit,330,87,10,,gmail.com,,0.165,4,2,4,2,2,2,2,3,1,2,1,4,2,3,29,30,2,,2,14,2,0,,0,2,0,7,0,30,T,T,T,T,T,T,T,F,T
3000264,1091834,395.51,W,8297,397,150,mastercard,297,credit,191,87,10,,outlook.com,,0.135,3,1,4,4,2,2,2,2,2,2,1,1,4,3,-21,0,1,1,2,1,30,30,2,2,30,7,30,14,14,T,T,T,T,T,T,T,T,T
3000265,8484463,144.62,W,9740,340,150,amex,240,debit,191,87,10,,gmail.com,,0.103,4,4,2,4,3,4,1,3,3,3,2,3,3,4,57,14,7,30,0,30,,2,,14,2,0,,2,7,T,T,F,T,T,T,T,F,T
3000266,6145274,387.19,S,15292,392,150,mastercard,292,debit,299,87,10,,outlook.com,,0.198,3,2,2,3,2,1,2,2,2,4,2,3,1,4,29,7,14,7,7,7,2,1,30,2,0,0,2,30,14,T,T,T,T,T,T,T,T,T
3000267,744988,73.32,C,3189,289,150,mastercard,289,debit,191,87,10,,yahoo.com,,0.08,4,2,3,3,1,1,3,1,4,2,4,3,1,4,-2,0,,30,2,2,0,7,,2,0,30,7,7,14,T,T,T,T,F,T,T,T,T
3000268,8505355,105.36,W,16967,567,150,amex,267,credit,204,87,10,,aol.com,,0.158,3,3,4,3,3,1,1,1,4,2,4,2,4,3,96,,,30,7,14,14,,14,7,14,14,,30,7,T,T,T,T,T,T,T,F,F
3000269,6406040,64.64,S,4230,330,150,discover,230,debit,191,87,10,,outlook.com,,0.16,2,2,1,3,1,3,4,1,4,3,3,3,3,2,19,7,,0,2,7,30,30,2,,,1,1,14,,T,F,T,T,T,T,F,T,T
3000270,8260601,306.26,C,11547,147,150,amex,247,credit,191,87,10,,gmail.com,,0.037,2,4,2,3,4,3,3,4,3,2,2,3,1,1,91,14,2,14,30,30,14,2,,14,14,1,7,14,30,T,T,T,T,T,T,F,T,T
3000271,10245694,59.38,R,5359,459,150,mastercard,259,debit,204,87,10,,hotmail.com,,0.362,4,2,2,1,3,2,1,4,4,4,2,4,2,4,98,14,7,30,2,30,,2,,,2,7,2,2,1,T,T,F,T,T,T,T,T,T
3000272,7707228,142.23,C,3524,124,150,mastercard,224,credit,299,87,10,,gmail.com,,0.09,3,1,4,4,4,4,1,2,1,4,1,3,4,2,41,30,2,0,30,2,14,2,30,0,30,14,7,7,30,T,T,T,T,T,T,T,T,T
3000273,2478459,137.73,C,13984,584,150,visa,284,debit,191,87,10,,yahoo.com,,0.117,4,2,2,2,2,2,1,4,1,3,1,1,4,4,-28,7,7,30,7,1,,2,1,0,2,2,1,30,7,T,T,T,T,T,F,T,T,T
3000274,2107744,172.54,C,3973,573,150,visa,273,debit,330,87,10,,gmail.com,,0.053,3,4,3,1,3,1,2,2,4,2,2,3,1,2,-15,2,14,1,7,30,,,1,14,1,,,7,0,T,T,T,F,T,T,F,T,T
3000275,5183909,228.23,W,12055,155,150,visa,255,debit,204,87,10,,hotmail.com,,0.05,3,4,2,3,3,2,4,2,3,4,4,4,4,1,16,0,7,0,2,14,7,14,7,2,7,,,2,,T,T,T,T,T,F,F,T,T
3000276,2171689,136.71,S,2364,464,150,mastercard,264,credit,299,87,10,,hotmail.com,,0.234,1,2,1,4,2,2,3,1,2,4,2,1,1,4,-33,30,0,2,0,1,30,,,2,1,7,,1,2,T,T,F,T,T,T,F,T,T
3000277,1746568,247.53,H,2466,566,150,discover,266,credit,330,87,10,,yahoo.com,,0.083,1,4,1,4,2,2,1,1,1,2,4,1,2,3,-28,30,2,30,30,30,7,2,14,2,2,,14,2,0,T,T,T,T,F,T,T,T,T
3000278,482864,90.1,W,8492,592,150,amex,292,debit,299,87,10,,outlook.com,,0.086,1,2,3,3,2,3,4,2,1,4,4,2,3,1,-28,1,30,1,2,30,30,7,0,,7,0,,1,14,T,T,T,T,F,T,T,T,T
3000279,1713312,386.39,H,6278,378,150,discover,278,debit,204,87,10,,aol.com,,0.321,2,1,1,1,4,4,3,4,4,2,4,3,3,4,-28,1,7,14,2,1,1,2,30,30,1,7,2,1,2,T,T,T,F,T,T,F,F,F
3000280,4720352,195.02,H,14297,397,150,amex,297,credit,191,87,10,,outlook.com,,0.214,4,3,3,2,4,2,4,1,4,3,4,1,2,2,43,14,1,30,7,14,7,1,7,0,30,1,7,14,30,T,T,T,T,T,T,T,T,T
3000281,7223874,238.53,R,6107,207,150,visa,207,debit,191,87,10,,yahoo.com,,0.172,1,1,1,3,1,3,3,2,2,2,3,1,3,3,57,,7,7,2,30,1,2,2,0,,14,1,1,1,T,T,T,T,T,T,T,T,T
3000282,1128361,71.53,H,15578,178,150,discover,278,credit,191,87,10,,outlook.com,,0.085,3,1,3,1,2,2,3,4,2,1,2,3,3,1,-20,14,,7,0,14,14,7,1,2,,2,1,14,2,T,T,T,T,T,T,T,T,F
3000283,5484955,364.21,R,1768,368,150,visa,268,debit,330,87,10,,outlook.com,,0.234,3,4,2,4,4,4,1,3,4,3,3,4,4,3,5,2,30,2,14,1,7,2,2,0,7,30,0,,30,T,T,T,T,T,T,T,F,T
3000284,9950879,28.74,C,17672,272,150,visa,272,debit,204,87,10,,yahoo.com,,0.178,4,3,1,1,1,2,2,1,2,1,1,1,4,2,70,0,30,0,7,2,30,14,1,7,,1,30,7,14,F,T,T,T,T,T,F,F,T
3000285,2956460,353.71,W,7478,578,150,discover,278,credit,204,87,10,,yahoo.com,,0.081,3,2,1,3,3,2,1,1,1,4,3,1,4,1,-9,,30,7,0,30,30,0,2,14,,2,30,30,14,T,T,T,T,T,T,T,T,T
3000286,8163420,191.3,H,9599,199,150,amex,299,credit,330,87,10,,outlook.com,,0.115,4,4,4,2,2,4,4,1,2,3,4,2,4,3,77,7,,,30,1,1,14,1,1,0,0,7,7,1,T,T,T,T,T,T,T,T,T
3000287,5581010,80.16,R,1710,310,150,amex,210,credit,299,87,10,,yahoo.com,,0.263,3,2,2,4,2,4,4,1,3,2,3,3,4,1,63,1,14,2,2,30,2,,30,,1,2,14,7,0,T,T,T,T,T,T,F,T,F
3000288,2792253,378.94,C,14664,264,150,mastercard,264,debit,330,87,10,,outlook.com,,0.056,2,4,4,1,3,1,4,2,3,1,4,4,3,1,18,7,,1,,,2,30,1,2,,,0,7,1,T,T,T,T,T,T,T,T,T
3000289,4055750,203.37,R,11722,322,150,mastercard,222,credit,191,87,10,,hotmail.com,,0.208,2,4,4,1,3,3,2,2,3,1,1,4,1,3,29,,1,7,30,7,14,1,14,7,,2,0,2,7,T,T,T,T,T,T,T,T,T
3000290,1682922,336.09,H,13085,185,150,visa,285,debit,204,87,10,,outlook.com,,0.226,4,1,1,2,2,1,2,2,1,3,3,3,1,4,-33,,0,7,7,14,0,14,7,30,,7,30,1,14,T,T,T,T,F,T,T,T,T
3000291,7200759,201.9,C,2719,319,150,visa,219,debit,299,87,10,,aol.com,,0.345,2,1,2,2,4,1,3,1,3,2,4,2,2,1,62,30,14,2,2,14,2,14,7,1,,1,,14,2,T,T,T,T,T,T,F,T,T
3000292,569184,325.76,C,4692,292,150,amex,292,debit,299,87,10,,aol.com,,0.203,1,3,1,2,2,3,2,4,4,3,4,4,2,4,3,14,14,2,,30,,1,0,14,0,0,,0,14,T,T,T,T,T,T,T,T,T
3000293,10368001,135.31,C,9986,586,150,visa,286,credit,204,87,10,,gmail.com,,0.036,2,3,4,2,1,1,4,2,1,1,1,2,4,3,118,0,30,14,7,0,30,30,1,1,0,7,30,7,0,T,T,T,T,T,T,T,T,F
3000294,4602140,389.7,S,16260,360,150,discover,260,debit,204,87,10,,gmail.com,,0.255,1,4,4,2,1,3,3,1,3,4,4,2,3,3,4,14,14,1,2,30,30,2,7,1,14,7,2,7,2,T,T,T,T,T,T,T,T,T
3000295,7587876,174.97,R,17204,304,150,mastercard,204,credit,299,87,10,,hotmail.com,,0.2,2,2,2,4,1,4,1,1,1,1,3,2,2,3,65,0,2,30,,,2,14,7,14,30,,7,1,14,T,T,T,T,T,T,T,T,T
3000296,2589547,264.68,C,4487,587,150,mastercard,287,debit,299,87,10,,gmail.com,,0.138,2,1,1,1,3,1,2,2,1,1,3,4,1,4,-29,30,7,0,30,14,2,2,7,2,1,2,7,14,14,T,T,T,T,T,T,T,T,T
3000297,7581200,391.27,R,2372,472,150,discover,272,debit,191,87,10,,outlook.com,,0.038,4,3,1,1,2,1,4,4,3,2,4,1,3,3,38,,30,,7,1,14,7,0,0,30,1,14,,30,T,T,T,T,T,T,T,T,T
3000298,5465995,362.86,R,17932,532,150,mastercard,232,credit,299,87,10,,gmail.com,,0.15,1,3,2,2,3,4,2,4,1,1,2,2,2,1,33,7,2,,30,7,0,30,14,30,2,30,14,0,7,T,T,F,T,T,T,T,F,T
3000299,366833,52.82,S,4965,565,150,discover,265,debit,330,87,10,,aol.com,,0.181,3,1,1,1,3,1,3,2,3,2,4,2,2,4,-4,7,1,0,1,7,14,30,30,14,,,0,1,30,T,F,T,T,T,T,T,T,T
3000300,9599312,201.52,W,5764,364,150,discover,264,debit,299,87,10,,yahoo.com,,0.223,2,3,4,4,2,2,4,4,2,2,3,4,1,4,94,0,7,0,14,0,30,,1,,30,0,2,2,7,T,T,T,T,T,T,T,F,T
3000301,3439761,250.01,H,12189,289,150,discover,289,credit,191,87,10,,outlook.com,,0.356,1,3,3,3,3,2,3,3,2,2,3,3,2,3,-10,30,7,2,2,14,7,30,30,1,,14,,1,,T,T,T,T,T,T,T,T,T
3000302,7650580,290.8,S,7224,324,150,mastercard,224,credit,330,87,10,,yahoo.com,,0.035,3,2,4,4,3,4,3,2,3,1,3,1,4,4,71,0,1,,2,7,7,14,14,,2,14,14,7,1,T,T,T,T,T,T,T,T,T
3000303,4067943,35.59,S,5027,127,150,amex,227,credit,330,87,10,,yahoo.com,,0.202,4,2,2,2,3,3,2,2,1,3,2,2,4,2,21,14,0,1,0,14,30,14,2,,7,0,0,1,,T,T,T,T,T,T,F,T,T
3000304,6558606,342.84,H,15260,360,150,amex,260,debit,299,87,10,,yahoo.com,,0.174,4,4,3,3,1,4,4,4,2,3,2,1,4,2,74,7,1,1,2,2,7,2,1,30,2,1,7,14,7,F,F,T,T,T,T,T,T,T
3000305,7179679,191.85,R,8997,597,150,mastercard,297,debit,330,87,10,,outlook.com,,0.187,2,2,1,4,3,1,2,1,2,1,1,3,1,3,69,1,2,1,,7,2,,1,1,7,2,1,14,0,F,T,T,T,T,T,T,T,T
3000306,6479402,317.58,C,2708,308,150,mastercard,208,debit,330,87,10,,aol.com,,0.037,4,3,2,2,2,2,1,3,2,3,1,1,4,2,59,0,7,1,,1,1,,14,,2,14,,2,7,T,T,T,F,T,T,F,T,T
3000307,7981334,81.59,H,4600,200,150,amex,200,credit,299,87,10,,gmail.com,,0.122,3,4,2,4,2,1,2,1,3,3,1,4,4,4,37,2,0,2,7,1,,0,1,7,,30,,1,7,T,T,T,T,T,T,T,T,T
3000308,7297180,170.62,C,5582,182,150,mastercard,282,debit,204,87,10,,yahoo.com,,0.128,3,3,1,3,4,4,4,1,3,3,4,1,4,1,52,2,1,2,14,1,0,0,1,30,30,14,2,0,0,T,T,T,T,T,T,T,T,T
3000309,8966963,242.54,H,2668,268,150,amex,268,debit,204,87,10,,aol.com,,0.3,2,2,1,4,3,4,2,1,1,3,1,2,2,4,101,1,7,,,1,7,14,14,2,1,0,0,1,,T,T,F,T,T,T,T,T,T
3000310,8735062,103.26,C,16815,415,150,amex,215,credit,191,87,10,,gmail.com,,0.015,2,3,2,2,1,4,4,3,3,3,4,4,1,3,57,,2,0,,1,14,1,,,1,1,7,1,0,F,T,T,T,T,T,T,T,T
3000311,4631609,179.33,C,12894,494,150,amex,294,debit,191,87,10,,gmail.com,,0.126,4,4,4,2,4,4,2,3,2,2,3,2,3,4,9,0,0,0,0,,30,0,1,14,7,7,0,,,T,T,F,T,T,T,T,T,T
3000312,148162,87.48,C,2682,282,150,visa,282,debit,330,87,10,,hotmail.com,,0.193,1,2,2,4,4,1,3,3,1,3,2,1,4,3,-41,30,,30,14,0,7,14,1,30,2,0,7,,2,T,T,T,T,F,T,T,F,T
3000313,2738861,76.51,S,7899,499,150,visa,299,credit,204,87,10,,yahoo.com,,0.177,2,4,1,3,2,4,2,3,1,1,1,3,4,2,4,7,7,30,7,,30,,2,7,1,,2,30,30,F,T,T,F,T,T,T,T,T
3000314,107919,382.63,H,7028,128,150,visa,228,debit,204,87,10,,outlook.com,,0.19,3,3,3,3,1,1,4,2,2,2,3,3,4,2,-20,,30,,0,7,30,14,14,2,14,,7,0,2,T,T,F,T,T,T,T,T,T
3000315,10021466,343.82,S,10839,439,150,amex,239,credit,330,87,10,,outlook.com,,0.223,1,3,1,4,2,3,1,2,4,3,2,2,1,4,99,2,30,1,7,0,0,1,30,30,2,1,30,2,30,T,T,F,T,T,T,T,T,T
3000316,2354283,157.34,R,14973,573,150,amex,273,debit,330,87,10,,aol.com,,0.013,1,4,3,1,4,1,4,3,1,3,1,3,2,4,17,1,14,2,30,0,14,,,,0,0,1,1,2,T,T,F,T,T,T,T,F,T
3000317,5439581,153.53,H,7362,462,150,discover,262,credit,204,87,10,,aol.com,,0.086,4,3,3,2,1,1,4,2,1,3,1,3,3,4,25,,0,2,,7,0,1,,0,14,14,14,,0,T,T,T,T,T,T,T,T,T
3000318,3288303,346.29,W,14947,547,150,amex,247,credit,330,87,10,,yahoo.com,,0.251,1,1,3,3,2,1,2,1,3,1,1,3,3,3,4,1,14,1,14,,0,1,0,2,2,,,14,,T,T,T,T,T,T,T,T,T
3000319,9057550,375.38,S,3610,210,150,visa,210,debit,330,87,10,,gmail.com,,0.253,4,1,4,3,4,1,3,2,2,1,3,2,2,1,78,,0,7,1,30,30,1,1,30,,,30,14,1,T,T,F,T,T,T,T,F,F
3000320,1608221,390.01,H,12280,380,150,amex,280,debit,330,87,10,,hotmail.com,,0.04,2,1,2,2,1,2,2,1,1,4,2,2,3,1,9,0,30,1,30,0,,30,0,7,0,2,1,7,1,T,T,T,T,T,T,T,T,T
3000321,9725133,143.54,R,5038,138,150,visa,238,credit,191,87,10,,yahoo.com,,0.001,1,4,4,2,1,1,4,3,2,4,1,3,2,3,98,1,7,,0,7,,,14,0,14,7,2,2,30,T,T,T,T,T,T,T,T,T
3000322,9393699,386.13,R,10031,131,150,visa,231,credit,299,87,10,,outlook.com,,0.243,3,3,1,3,3,4,1,1,1,2,3,3,2,2,78,7,14,0,1,0,2,,30,,14,7,14,2,0,T,T,F,T,T,T,T,T,T
3000323,4295446,257.36,R,4148,248,150,visa,248,debit,330,87,10,,outlook.com,,0.232,4,4,1,1,4,2,2,2,2,3,1,1,3,1,33,7,0,2,30,14,7,1,0,2,1,14,0,0,,T,T,T,T,T,T,F,T,T
3000324,580791,281.82,S,8903,503,150,visa,203,credit,299,87,10,,gmail.com,,0.082,3,3,4,2,1,1,1,3,2,2,2,2,1,2,-40,,1,1,1,2,7,0,30,7,1,14,1,0,0,T,T,T,T,T,F,T,T,T
3000325,4142999,307.5,H,7690,290,150,mastercard,290,debit,299,87,10,,gmail.com,,0.166,1,2,4,1,4,2,2,3,3,4,2,2,4,4,35,14,,,7,2,2,2,14,1,30,,,,0,T,T,T,T,F,T,T,T,F
3000326,8623782,196.65,W,13305,405,150,mastercard,205,debit,204,87,10,,yahoo.com,,0.077,2,2,2,2,1,1,2,1,3,1,3,3,3,2,66,1,0,7,7,,,1,1,,,1,30,30,0,T,T,T,T,F,T,T,T,T
3000327,433511,316.42,W,1981,581,150,amex,281,debit,204,87,10,,hotmail.com,,0.179,1,2,3,3,4,1,3,3,3,2,1,2,4,3,-25,14,,0,1,1,,,2,14,14,,0,2,7,T,T,T,F,T,T,T,T,T
3000328,4128418,124.53,C,3906,506,150,discover,206,debit,191,87,10,,outlook.com,,0.032,1,4,1,4,2,2,4,4,3,1,2,2,1,1,7,,0,0,,7,2,,14,0,14,14,30,0,2,T,T,T,T,T,T,T,T,T
3000329,6196481,209.41,H,6814,414,150,amex,214,credit,299,87,10,,aol.com,,0.281,3,2,1,2,4,2,3,4,2,1,3,3,1,4,69,0,,7,2,30,7,1,2,,2,,2,,,T,T,T,T,T,T,T,T,T
3000330,4273934,176.25,R,16395,495,150,mastercard,295,credit,330,87,10,,aol.com,,0.089,3,2,4,1,3,1,3,1,3,2,2,2,2,3,44,,14,2,14,2,30,0,7,30,1,,1,,0,T,T,T,T,T,T,T,T,T
3000331,5558014,71.19,W,7487,587,150,discover,287,debit,191,87,10,,gmail.com,,0.137,1,2,2,1,1,1,3,4,1,2,1,2,4,3,51,30,30,7,2,30,2,,14,0,30,7,0,14,30,T,T,T,T,T,T,T,T,T
3000332,1562794,48.98,S,12330,430,150,mastercard,230,credit,204,87,10,,gmail.com,,0.215,2,2,2,2,2,1,2,4,3,3,3,4,1,1,-22,0,30,30,,30,2,1,14,14,7,30,0,,2,T,T,T,F,T,T,T,T,F
3000333,8642355,376.76,W,14976,576,150,visa,276,debit,299,87,10,,hotmail.com,,0.38,2,3,3,3,1,4,2,4,1,4,4,4,2,2,88,,2,2,30,0,0,1,2,14,0,,14,7,,T,T,F,T,F,T,T,T,T
3000334,5428927,299.93,S,8779,379,150,visa,279,credit,299,87,10,,outlook.com,,0.065,1,3,3,2,1,4,3,2,4,4,4,3,4,1,44,2,1,14,,2,14,7,30,14,1,1,2,14,0,F,T,T,T,F,T,T,T,T
3000335,8658519,314.98,W,10647,247,150,mastercard,247,credit,191,87,10,,aol.com,,0.01,2,2,3,3,2,2,1,3,1,3,4,1,2,4,58,0,14,,,,1,7,14,,2,14,30,1,7,T,T,T,T,F,T,T,F,T
3000336,6443184,150.99,W,13531,131,150,visa,231,credit,299,87,10,,gmail.com,,0.216,2,3,4,2,2,3,3,1,1,2,4,2,1,1,70,,14,7,14,7,7,0,0,0,,,7,14,1,T,T,F,T,T,T,T,T,T
3000337,3365757,250.48,H,3624,224,150,amex,224,debit,191,87,10,,yahoo.com,,0.216,4,4,4,3,4,2,1,4,2,4,4,2,2,3,-6,14,,0,30,,7,30,30,,7,7,0,1,14,T,T,T,T,T,T,F,T,T
